objectid ,parentid,filename,format,title,creator,date,location,itemcategory,itemtype,medium,gender,label,culturalsignificance,itemdescription,date,location,originalowner,additionalimage
SW94,SW90,greenheels_sole.jpg,image/jpg,Green heels ,Charles Jourdan ,1970s ,France ,Shoes ,"Shoes, Sandals, Accessories","Leather, Polyurthane ",Female ,"CHARLES JOURDAN, PARIS, MADE IN FRANCE; LEATHER, LEDER, CUIR; POLYURETHANE; MADE IN FRANCE",,"Charles Jardon heels made with high caliber green dyed leather, polyurthane green sole",1983-1985,Oxford,,
SW95,,blueshirt,compound_object,Blue Shirt ,Bourne & Hollingsworth LTD,1940s,London ,Clothing ,"Blouses, Shirts",Synthetic,Female ,"MADE IN ENGLAND, Bourne&Hollingsworth LTD, LONDON ",Representation of renewing pieces of garment to extend use ,"Late 1940s with pattern appearing more like those from the 1950s, buttons were originally cloth covered but with rust wear were changed out for plastic buttons by JB",1988,Edinburgh ,,
SW96,SW95,blueshirt_front.jpg,image/jpg,Blue Shirt ,Bourne & Hollingsworth LTD,1940s,London ,Clothing ,"Blouses, Shirts",Synthetic,Female ,"MADE IN ENGLAND, Bourne&Hollingsworth LTD, LONDON ",Representation of renewing pieces of garment to extend use ,"Late 1940s with pattern appearing more like those from the 1950s, buttons were originally cloth covered but with rust wear were changed out for plastic buttons by JB",1988,Edinburgh ,,
SW97,SW95,blueshirt_label.jpg,image/jpg,Blue Shirt ,Bourne & Hollingsworth LTD,1940s,London ,Clothing ,"Blouses, Shirts",Synthetic,Female ,"MADE IN ENGLAND, Bourne&Hollingsworth LTD, LONDON ",Representation of renewing pieces of garment to extend use ,"Late 1940s with pattern appearing more like those from the 1950s, buttons were originally cloth covered but with rust wear were changed out for plastic buttons by JB",1988,Edinburgh ,,
SW98,SW95,blueshirt_bottom.jpg,image/jpg,Blue Shirt ,Bourne & Hollingsworth LTD,1940s,London ,Clothing ,"Blouses, Shirts",Synthetic,Female ,"MADE IN ENGLAND, Bourne&Hollingsworth LTD, LONDON ",Representation of renewing pieces of garment to extend use ,"Late 1940s with pattern appearing more like those from the 1950s, buttons were originally cloth covered but with rust wear were changed out for plastic buttons by JB",1988,Edinburgh ,,
SW99,SW95,blueshirt_buttons.jpg,image/jpg,Blue Shirt ,Bourne & Hollingsworth LTD,1940s,London ,Clothing ,"Blouses, Shirts",Synthetic,Female ,"MADE IN ENGLAND, Bourne&Hollingsworth LTD, LONDON ",Representation of renewing pieces of garment to extend use ,"Late 1940s with pattern appearing more like those from the 1950s, buttons were originally cloth covered but with rust wear were changed out for plastic buttons by JB",1988,Edinburgh ,,
SW100,,chazalskirt ,compound_object,Chazal Skirt ,,1970s,Mauritius ,Clothing ,Skirts ,Synthetic,Female ,,,"Custom made in 1970s, stiched design modeled after Mauritian artist Malcolm de Chazal ",1975,Mauritius ,Margaret White ,
SW101,SW100,chazalskirt_whole.jpg,image/jpg,Chazal Skirt ,,1970s,Mauritius ,Clothing ,Skirts ,Synthetic,Female ,,,"Custom made in 1970s, stiched design modeled after Mauritian artist Malcolm de Chazal ",1975,Mauritius ,Margaret White ,
SW102,SW100,chazalskirt_flower.jpg,image/jpg,Chazal Skirt ,,1970s,Mauritius ,Clothing ,Skirts ,Synthetic,Female ,,,"Custom made in 1970s, stiched design modeled after Mauritian artist Malcolm de Chazal ",1975,Mauritius ,Margaret White ,
SW103,SW100,chazalskirt_signature.jpg,image/jpg,Chazal Skirt ,,1970s,Mauritius ,Clothing ,Skirts ,Synthetic,Female ,,,"Custom made in 1970s, stiched design modeled after Mauritian artist Malcolm de Chazal ",1975,Mauritius ,Margaret White ,
SW104,SW100,chazalskirt_structure.jpg ,image/jpg,Chazal Skirt ,,1970s,Mauritius ,Clothing ,Skirts ,Synthetic,Female ,,,"Custom made in 1970s, stiched design modeled after Mauritian artist Malcolm de Chazal ",1975,Mauritius ,Margaret White ,
